OriginalID,SourceLevel,TargetLevel,SourceText,TargetText,split
5045,INT,ELE,"Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50, at speeds far lower than those at Kchos studio of around 2mbps.","Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50.",train
5783,INT,ELE,He learnt the basics of guitar from a family friend and perfected his singing with a quartet of gospel singers.,He learnt the guitar from a family friend and learnt to sing with a quartet of gospel singers.,train
5070,INT,ELE,The title is taken from a piece of music by Japanese composer Toru Takemitsu.,The title comes from a piece of music by Japanese composer Toru Takemitsu.,train
5890,INT,ELE,"At around the same time, Shepherd-Barron was developing a rival machine.","At around the same time, Shepherd-Barron was developing a similar machine.",train
5130,INT,ELE,"As a woman, its made me happy, Vronique Soulier, president of the clubs supporters association, told journalists.","As a woman, its made me happy, said Vronique Soulier, president of the clubs supporters association.",train
5561,INT,ELE,"Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name, her reputation and her image.","Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name.",train
4704,INT,ELE,"This is a huge day for Wales and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.",train
5703,INT,ELE,The Spanish team started their work after a group of cave explorers found two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,train
5193,INT,ELE,It could be even more difficult to obtain the legal permissions to copy and store software before it dies.,It could be even more difficult to get the legal permissions to copy and store software before it dies.,train
5688,INT,ELE,"We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is just as exciting and almost as far-fetched.","We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities.",train
5944,INT,ELE,"FIFA spokesman Saint-Clair Milesi con rmed that only 48,000 of the 51,900 seats at the Netherlands versus Spain game were filled.","FIFA spokesman Saint-Clair Milesi said that only 48,000 of the 51,900 seats were  lled at the game between the Netherlands and Spain.",train
5346,INT,ELE,"The official timeline for the mission says the group plans to send a stationary lander and satellite to Mars in 2018, followed by a rover in 2020 and cargo missions starting in 2022.","The group plans to send a lander and satellite to Mars in 2018, followed by a rover in 2020 and cargo missions starting in 2022.",train
5907,INT,ELE,Many of us know we dont get enough sleep but imagine if we could  x it with a fairly simple solution: getting up later.,Many of us know we dont get enough sleep but imagine if there was a simple solution: getting up later.,train
4578,INT,ELE,"Some were interviewed about a computer game Never End, which they played for seven minutes.",The researchers interviewed some of the people about a computer game called Never End that they played for seven minutes.,train
4603,INT,ELE,"The mission hopes to inspire generations to believe that all things are possible, that anything can be achieved, like the Apollo moon landings.","The mission hopes to inspire people to believe that all things are possible, that you can achieve anything, like the Apollo moon landings.",train
4832,INT,ELE,But we can disagree and also greatly respect her political achievements and her personal strength.,"The Labour Party disagreed with a lot of what she did, but we can disagree and also greatly respect her political achievements and her personal strength.",train
5514,INT,ELE,"In reality, both processes happen and climate models that included the second possibility predicted significantly higher future temperatures than models that only included the nine-mile-high clouds.","In reality, both things happen and climate models that include the second possibility predict much higher future temperatures than the models that only include the nine-mile-high clouds.",train
4353,INT,ELE,"Without naming anyone, the charity argued that the $240bn made in 2012 by the richest 100 billionaires would be enough to end extreme poverty four times over.",The charity said that the $240bn made in 2012 by the richest 100 billionaires would be enough to end extreme poverty four times over.,train
4539,INT,ELE,"Today, unfortunately, as a result of that travel advice, peoples insurance isnt valid when they visit here.","Today, because of that travel advice, peoples insurance isnt valid when they visit here.",train
5963,INT,ELE,"Kate Faehrmann, of the Sea Shepherd Conservation Society, said from a protest in the state capital, Perth: Weve always said that this policy wont work.","Kate Faehrmann, of the Sea Shepherd Conservation Society, said, from a protest in Perth, the state capital of Western Australia: Weve always said that this idea wont work.",train
5021,INT,ELE,Modi said that yoga is an invaluable gift of Indias ancient tradition.,Modi said that yoga is a gift of Indias ancient tradition.,train
5712,INT,ELE,Two mothers in South Africa have found out that they are raising each others daughters after they were mistakenly switched at birth in a hospital in 2010.,Two mothers in South Africa have found out that they are raising each others daughters after someone switched them at birth by mistake in a hospital in 2010.,train
4680,INT,ELE,"Like many others, he felt that the money should have been spent on other things  on extra carers to look after Rjukans old people, perhaps, or improved school facilities, cycle paths and roads.","Like many others, he felt they needed the money for other things  for extra carers to look after Rjukans old people, perhaps, or better schools, cycle paths and roads.",train
5246,INT,ELE,"As the air is pushed down, the wing gets an equal and opposite push upwards, lifting the plane.","As the air is pushed down, the wing gets an equal and opposite push up, and this lifts the plane.         ",train
4889,INT,ELE,"Ramadan will eventually fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.","Ramadan will then fall during winter and, in Iqaluit, the sun will rise and set within a few hours each day.",train
4754,INT,ELE,"Following tradition, a formal notice was posted on an easel  the same used to announce Prince Williams birth in 1982  in the forecourt of Buckingham Palace shortly before 9pm.","Following tradition, a formal notice was put on an easel  the same easel that was used to announce Prince Williams birth in 1982  in front of Buckingham Palace just before 9pm.",train
5867,INT,ELE,"A century ago, Venice  one of the most beautiful and low-lying cities in the world  used to  ood around ten times a year.","One hundred years ago, Venice  one of the most beautiful and low-lying cities in the world  used to  ood about ten times a year.",train
4326,INT,ELE,We want everyone to be who he and she is  whether they are gay and lesbian or resist violence and are then victims of harassment.,We want everyone to be who he and she is  whether they are gay and lesbian or try to stop violence and are then victims of harassment.,train
4858,INT,ELE,Sleep deprivation used to be a sign that you were busy and important and very much in demand.,Not sleeping very much used to be a sign that you were busy and important.,train
4937,INT,ELE,Moss grows through shattered bricks and mirrored tiles are lying on a bathroom floor.,Moss grows through bricks and mirrored tiles are lying on a bathroom floor.,train
4727,INT,ELE,They say their latest work could make it possible for multiple brains to be connected to share information.,The researchers say their latest work could make it possible to connect many brains to share information.,train
5932,INT,ELE,"But, the rest of us live here year round.","But, the rest of us live here all year.",train
4733,INT,ELE,"In the final test, the scientists connected rats on different continents and used the internet to send their brain activity back and forth.","In the final test, the scientists connected rats on different continents and used the internet to send their brain activity.",train
4958,INT,ELE,"Instead, they decide to use their powerful telescopes to observe Jupiter and Venus and, later, to pick out stars such as Capella and Betelgeuse.","Instead, they decide to use their powerful telescopes to look at Jupiter and Venus and, later, to find stars such as Capella and Betelgeuse.",train
5140,INT,ELE,"But Soulier was hopeful: Hopefully, with the new manager, the club can find the motivation theyre lacking at the moment, she said.","But Soulier was hopeful: Hopefully, with the new manager, the club can find the motivation they dont have at the moment, she said.",train
5849,INT,ELE,The UK has made progress in the past ten years after a campaign to reduce waste.,"The UK has improved in the past ten years, thanks to a campaign to reduce waste.",train
5602,INT,ELE,SeaWorld started a marketing campaign to show that this isnt true.,SeaWorld started a national marketing campaign to show this isnt true.,train
4670,INT,ELE,"Between the mountains, along the narrow Vestfjord valley, lies the small, but once powerful, town that Eyde built at the beginning of the last century, so the workers in his factories could live there.","Between the mountains, along the narrow Vestfjord valley, is the small town that Eyde built at the beginning of the last century for his factory workers.",train
5256,INT,ELE,"It is also possible that Inky escaped by squeezing into an open pipe at the top of his tank, which led under the floor to the drain.","It is also possible that Inky escaped through an open pipe at the top of his tank, which led under the floor to the drain.",train
5546,INT,ELE,"The  lm has been shown in more than a dozen countries, including the US, UK and several African states.","The  lm has been shown in many countries, including the US, UK and several African states.",train
5460,INT,ELE,"This idea is a result of common sense and experience, the mayor told the Guardian.","This idea comes from common sense and experience, he told the Guardian.",train
5055,INT,ELE,"A few days after his appearance at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and the couple bought a home in New York.","A few days after he performed at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and bought a home in New York.",train
4393,INT,ELE,"Maria van der Hoeven, Executive Director of the IEA, said that coal consumption continues to grow each year and, if no changes are made, coal will catch oil within a decade.","Maria van der Hoeven, Executive Director of the IEA, said that the amount of coal we use continues to grow each year and, if no changes are made, coal will catch oil within ten years.",train
5205,INT,ELE,"But, at the real Downton Abbey, Highclere Castle  a stately home owned by George Geordie Herbert, 8th Earl of Carnarvon  they have more money than before.","The real Downton Abbey is Highclere Castle  a stately home owned by George Herbert, 8th Earl of Carnarvon.",train
5317,INT,ELE,"For example, Mumsnet, an online network for parents, can help you feel less alone when bringing up young children.","For example, Mumsnet, an online network for parents, can help you feel less alone when you are at home with young children.",train
5992,INT,ELE,"The charity National Trust, which employs many of its seasonal workers on zero-hours contracts, said it offered the same pay and bene ts to those workers, pro rata, as full-time staff, but needed some workers to be on more  exible contracts.","The charity National Trust, which employs many of its seasonal workers on zero-hours contracts, said it gives the same pay and bene ts to workers on zero-hours contracts as to full-time staff.",train
5126,INT,ELE,They want me to try to save up and I contribute in other ways  I buy food and I do things around the house.,They want me to try to save and I do other things  I buy food and I do things around the house.,train
5614,INT,ELE,"There will also be hundreds of lectures, recitals, international academic conferences,  lms, concerts, operas and major exhibitions.","There will also be hundreds of lectures, international conferences,  lms, concerts, operas and major exhibitions.",train
4398,INT,ELE,"In an article for Index on Censorship, Pullman, who is president of the Society of Authors, strongly defends copyright laws.","In an article for magazine Index on Censorship, Pullman, who is president of the Society of Authors, strongly defends copyright laws.",train
4846,INT,ELE,"Data from 81 countries shows that, even in high-income countries, 23.2% of women will suffer physical and/or sexual violence from a partner in their lives.","Data from 81 countries shows that, even in rich countries, 23.2% of women will experience physical and/or sexual violence from a partner in their lives.",train
5854,INT,ELE,"As a result, Cockrell says, the rich usually hang out with other rich Americans who understand them and their problems.","As a result, Cockrell says, the rich hang out with other rich Americans who understand them and their problems.",train
5506,INT,ELE,"Frankie & Bennys, Chiquitos and Garfunkels used to charge 10% but they stopped doing this several years ago.","Frankie & Bennys, Chiquitos and Garfunkels used to take 10% but stopped years ago.",train
5423,INT,ELE,"To create the atlas, the scientists recorded peoples brain activity while they listened to stories.","To make the atlas, the scientists recorded peoples brain activity while they listened to stories.",train
4348,INT,ELE,"I will be writing to the auction house to clarify what happened and what will happen next, but for now we are really pleased that a community campaign in London has had an impact in the US.","I will write to the auction house to find out what will happen next, but for now we are really pleased that a peoples campaign in London has had an impact in the US.",train
5300,INT,ELE,"They have to move this city of 23,000 people away from a gigantic iron-ore mine that is fast swallowing up the ground beneath its streets.","They will move this city of 23,000 people away from a gigantic iron-ore mine that is swallowing up the ground beneath its streets.",train
5790,INT,ELE,"The celebrations for his 80th birthday, in 2005, included an award-winning album of collaborations with Clapton, Mark Knop er, Roger Daltrey, Gloria Estefan and others, tributes from musicians as diverse as Bono, Amadou Bagayoko and Elton John, and a goodbye tour that was not a goodbye at all.","The celebrations for his 80th birthday, in 2005, included an award-winning album with Clapton, Mark Knop er, Roger Daltrey, Gloria Estefan and others, tributes from Bono, Amadou Bagayoko and Elton John, and a goodbye tour that was not a goodbye at all.",train
4476,INT,ELE,I said this just the other day to a big fat man.,I said this the other day to a big fat man.,train
5102,INT,ELE,"The British number one, Andy Murray, said: Its defi nitely something that you have to look at.","The British number one, Andy Murray, said: Its defi nitely a problem.",train
4558,INT,ELE,The claimants lawyer said: The British government has admitted that these three Kenyans were brutally tortured but they have been trying to avoid any legal responsibility.,The claimants lawyer said: The British government has admitted that these three Kenyans were brutally tortured but they have tried not to take any legal responsibility.,train
5323,INT,ELE,"Results have been mixed, though: one recent study found no significant benefit for young people given the chemical over several days.",But not all results are positive: one recent study found no significant benefit for young people who took the chemical for several days.,train
5987,INT,ELE,Quali cations: You dont need any speci c quali cations but you can do a special course.,Quali cations: You dont need any quali cations but you can do a special course.,train
5230,INT,ELE,"Since the registry does not recognize the name of Harriets 12-year-old brother Duncan either, the two children have, until now, travelled on passports identifying them as Stlka and Drengur Cardew: Girl and Boy Cardew.","The registry does not recognize the name of Harriets 12-year-old brother Duncan either, so, until now, the two children have travelled on passports with the names Stlka and Drengur Cardew, which mean Girl and Boy Cardew.",train
4530,INT,ELE,"Now, to compete, hes had to leave Tokyo and go to Silicon Valley.","Now, to compete, he has had to leave Tokyo and go to Silicon Valley.",train
5644,INT,ELE,"But new technology is less focused on shoplifting and more interested in your age, sex and shopping habits.","But new technology is less focused on shoplifting and more interested in your age, gender and shopping habits.",train
5866,INT,ELE,It was an easy decision for artists to give iTunes the download exclusive on an album because iTunes controls so much of the download market.,It was an easy decision for artists to give iTunes the download exclusive on an album because most people download music using iTunes.,train
5281,INT,ELE,"In 1786, when he was sent to Margate, his love of painting and drawing the north-east Kent coast began.","In 1786, he went to Margate and there his love of painting and drawing the north-east Kent coast began.",train
5634,INT,ELE,"On average, they did not enjoy the experience.",Most of them did not enjoy the experience.,train
5638,INT,ELE,The scientists said that the most surprising thing was that being alone with their thoughts was so hard for many people that they gave themselves an electric shock  something the participants had earlier said they would pay to avoid.,"They said that being alone with their thoughts was so hard for many participants that they gave themselves an electric shock, something the participants had said they would pay not to get.",train
5399,INT,ELE,"In Britain and America, streaming may soon generate more revenue for the music industry than downloads from online stores such as Apples iTunes.","In Britain and America, streaming may soon make more money for the music industry than downloads from online stores such as Apples iTunes.",train
5577,INT,ELE,"The daily mile has done so much to improve these childrens  tness, behaviour and concentration in lessons that many other British schools are doing the same.","The daily mile has done a lot to improve these childrens  tness, behaviour and concentration in lessons so many other British schools are doing the same.",train
5284,INT,ELE,"By the end of the decade, the government hopes that the law will push Japanese employees towards following the example set by British workers, who use an average of 20 days paid annual leave, and those in France, who take an average of 25.","By 2020, the government hopes that the law will make Japanese employees follow the example of British workers, who take an average of 20 days paid annual leave, and workers in France, who take an average of 25.",train
5827,INT,ELE,"But, unlike in real life, on Facebook, all your friends have the same importance.","In real life, some friends are more important than others but, on Facebook, all friends have the same importance.",train
5991,INT,ELE,"Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are created, but are expected to be on call for extra work at short notice.",Workers on zero-hours contracts are often only told how many hours they will work when weekly or monthly rotas are created.,train
4651,INT,ELE,FW de Klerk  the South African president who freed Mandela and shared the Nobel Peace Prize with him in 1993  said the news was deeply sad for South Africa and the world.,FW de Klerk  the South African president who freed Mandela from prison and shared the Nobel Peace Prize with him in 1993  said the news was very sad for South Africa and the world.,train
4837,INT,ELE,The president was asked by a journalist whether the crisis would happen again in a few months.,A journalist asked the president if the crisis would happen again in a few months.,train
5840,INT,ELE,And 39% are connected to people they have never met in person.,And 39% are connected to people they have never met.,train
4462,INT,ELE,"The Manchester United manager, Sir Alex Ferguson, will retire at the end of the season after 27 years as the most successful manager in British football.","The Manchester United manager, Sir Alex Ferguson, will retire at the end of the season after 27 years.",train
5551,INT,ELE,"We looked at a group of current London taxi drivers and a group of London taxi drivers that had been retired for about four years, said neuroscientist Dr Hugo Spiers of University College London, who is an author of the study.","We studied a group of current London taxi drivers and a group of retired London taxi drivers, said Dr Hugo Spiers of University College London, who is an author of the study.",train
4966,INT,ELE,A new 14m national landscape discovery centre will have an observatory when it is completed in a couple of years.,A new 14-million national landscape discovery centre will have an observatory when it is completed in a couple of years.,train
4373,INT,ELE,Male bosses are paid bonuses double the size of those given to female colleagues in identical jobs.,Male bosses are paid bonuses double the size of bonuses given to female colleagues in the same jobs.,train
5800,INT,ELE,I live in a 100sq-metre apartment in a good area about 20 minutes walk from the city centre.,I live in a 100 square-metre apartment in a good area about 20 minutes walk from the city centre.,train
5789,INT,ELE,"About a year and a half ago, he said in 1969, all of a sudden, kids started saying to me, Youre the greatest blues guitarist in the world.","About a year and a half ago, he said in 1969, kids suddenly started saying to me, Youre the greatest blues guitarist in the world.",train
5520,INT,ELE,"The report by the Chronic Poverty Advisory Network says that many people may rise above the poverty line of $1.25 a day, but slip back again when they experience problems such as drought or illness and insecurity or con ict.","The report by the Chronic Poverty Advisory Network says that many people may rise above the poverty line of $1.25 a day, but fall back again when they have problems such as drought or illness and insecurity or con ict.",train
5926,INT,ELE,Part of the reason for this is that air travel is dangerous so standards are much higher.,Part of the reason for this is simply that air travel is dangerous so standards are much higher.,train
4654,INT,ELE,"Married three times, he had six children, 17 grandchildren and 14 great-grandchildren.","He was married three times and he had six children, 17 grandchildren and 14 great-grandchildren.                     ",train
4871,INT,ELE,"Finnish mobile-phone company Nokia dropped 41 places to 98th at $4.1bn, just ahead of Nintendo in 100th place (down 33).","Finnish mobile-phone company Nokia dropped 41 places to 98th at $4.1 billion, just ahead of Nintendo in 100th place (down 33).",train
5465,INT,ELE,"More importantly, he wants the scheme to help those most in need.","More importantly, he wants the scheme to help the people most in need.",train
5889,INT,ELE,"I wanted to develop a cash-issuing machine and, to make this a reality, I invented the PIN [personal identi cation number] and a coded token.","I wanted to develop a cash machine and, to make this happen, I invented the PIN [personal identi cation number] and a coded token.""",train
5698,INT,ELE,"But, even if driverless technology were ready to use now, it would take a long time to get fully automated because the average age of cars on the road is 11.5 years old.","But, it will take a long time to get fully automated because the average age of cars on the road is 11.5 years old.",train
5826,INT,ELE,You wont be surprised to see an ex in the street with a new girlfriend or boyfriend: you already know theyre dating someone else from the romantic sel es.,You wont be surprised if you see an ex in the street with a new girlfriend or boyfriend: you already know theyre with someone else because youve seen the romantic sel es.,train
5708,INT,ELE,The results suggest that blue eye colour came first in Europe and that the change to lighter skin happened throughout Mesolithic times.,The results suggest that blue eyes came first in Europe and that the change to lighter skin happened later in Mesolithic times.,train
5155,INT,ELE,"Theyre not at all dangerous but they are almost pure muscle and they can be a little bit slimy, says Stephen Mowat, an eel conservationist and ecologist for the Zoological Society of London.","Theyre not dangerous but they are almost 100% muscle and they can be a little bit slimy, says Stephen Mowat, an eel ecologist for the Zoological Society of London.",train
4639,INT,ELE,Were just going to keep fighting this battle.,Were just going to continue to fight this battle.,train
4568,INT,ELE,They can use those fish to feed themselves and to sell in the market so that they get money to buy other essential items.,They can use those fish to feed themselves and to sell in the market so that they get money to buy other food.,train
4829,INT,ELE,"The British prime minister, David Cameron, said: It was with great sadness that l learned of Lady Thatchers death.","The British prime minister, David Cameron, said: I was very sad when l heard of Lady Thatchers death.",train
5086,INT,ELE,The introduction of the EUs new emission tests will be watched closely around the world.,Countries around the world will watch the introduction of the EUs new emissions tests carefully. ,train
5138,INT,ELE,"In my opinion, its just a publicity stunt to get people talking about the club and she wont last the season.","In my opinion, its just a publicity stunt to get people talking about the club.",train
4991,INT,ELE,"They are popular in much of Europe, too.","They are popular in many parts of Europe, too.",train
4811,INT,ELE,"As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer announced.","As you can see, everything here is fine but we have to hit the terrorists, these extremists, an army officer said.",train
4428,INT,ELE,"I hate to think, he says, but mentions the Swiss climber, Ueli Steck, who fled the mountain in April after an argument with a crowd of Sherpas at Camp 2.","I hate to think, he says, but he mentions the Swiss climber, Ueli Steck, who fled the mountain in April after an argument with a group of Sherpas.",train
5786,INT,ELE,He was always ready to praise the musicians who had in uenced him  he would usually mention T-Bone Walker  rst.,He often praised the musicians who in uenced him and he usually mentioned T-Bone Walker  rst.,train
4384,INT,ELE,"But now Brazil is once again in crisis, with a constant rise in prices, so people are finally reacting.","But now Brazil once again has problems, with a constant rise in prices, so people are finally reacting.",train
4924,INT,ELE,"Stewart Baker, the former general counsel at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.","Stewart Baker, who worked at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.",train
5056,INT,ELE,"For the album Black Tie White Noise (1993), he included elements of soul, electronica and hip hop.","For the album Black Tie White Noise (1993), he included elements of soul and hip hop.",train
5318,INT,ELE,"If we believe recent research, loneliness is killing the elderly and, with an ageing population, we should aim to reduce our isolation before it is too late.","According to recent research, loneliness is killing the elderly and, with an ageing population, we should try to reduce our isolation before it is too late.",train
5860,INT,ELE,"According to the International Federation of the Phonographic Industry (IFPI), there were only 41m subscribers using music streaming services around the world in 2014.","According to the International Federation of the Phonographic Industry (IFPI), only 41 million subscribers used music streaming services around the world in 2014.",train
5717,INT,ELE,The High Court in Pretoria has asked the University of Pretorias Centre for Child Law to investigate what will now be in the best interests of the children.,The High Court in Pretoria has asked the University of Pretorias Centre for Child Law to find out what will be best for the children.,train
5950,INT,ELE,McDonalds is the worlds biggest burger chain and a global emblem of American consumer capitalism.,McDonalds is the worlds biggest burger chain and a symbol of American consumer capitalism.,train
4874,INT,ELE,"Sports brand Nike is at place 22 with a brand value of nearly $20bn, ahead of its rival Adidas at place 59 with a value of $7bn.","Sports brand Nike is at place 22 with a brand value of nearly $20 billion, ahead of its rival Adidas at place 59 with a value of $7 billion.",train
4358,INT,ELE,"Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality.","Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time.",train
5529,INT,ELE,"Now Singerer, a childminder, has joined FemAle, a group of like-minded drinkers in Gothenburg, to make and sell Swedens  rst beer made by women.","Now Singerer, a childminder, has joined FemAle, a group of female drinkers in Gothenburg, to make and sell beer.",train
4940,INT,ELE,"Another, outside Royal Mansion, would not say if anyone was home, while a member of staff at another mansion simply warned the Guardian about the guard dogs.",Another guard outside Royal Mansion would not say if anyone was home and a member of staff at another mansion warned the Guardian about the guard dogs.,train
5491,INT,ELE,"In other countries, there have, for a long time, been much higher levels of support and acceptance of the bene ts of organic food and farming.","In other countries, there is much more support and acceptance of the bene ts of organic food and farming.",train
5113,INT,ELE,"Teixeira, the former son-in-law of the FIFA ex-president Joo Havelange, was charged alongside Del Nero and his predecessor Jos Maria Marin, who was charged in May.","Teixeira, the former son-in-law of the FIFA ex-president Joo Havelange, was charged together with Del Nero and his predecessor Jos Maria Marin, who was charged in May 2015.",train
5508,INT,ELE,"The scientist who led the research said that, unless emissions of greenhouse gases are reduced, the planet will heat up by a minimum of 4C by 2100.","The scientist who led the research said that, if emissions of greenhouse gases are not reduced, the planet will be at least 4C warmer by 2100.",train
4615,INT,ELE,"The Stand with Malala petition, demanding education for the 57 million children around the world who do not go to school, has attracted more than four million signatures  more than a million were added after Malalas speech.","The Stand with Malala petition, that is asking for education for the 57 million children around the world who do not go to school, has got more than four million signatures  more than a million were added after Malalas speech.",train
5336,INT,ELE,"He got the idea after the Minister for Economic Renewal, Arnaud Montebourg, asked the French people to buy French products to save the countrys industrial production sector.","He got the idea after the Minister for Economic Renewal, Arnaud Montebourg, asked the French people to buy French products.",train
5560,INT,ELE,"She has a series of adventures as Johansson and, in the end, dies in a car crash.","She has many adventures as Johansson and, in the end, dies in a car crash.",train
5570,INT,ELE,"Those born in October were almost as  t, scoring highest for strength and coming third for power, with December children close behind.","Children born in October were almost as  t  they scored highest for strength and came third for power, with December children close behind.",train
5206,INT,ELE,"Currently, only the ground and first floors of Highclere, on the borders of Hampshire, are used.","At the moment, they only use the ground floor and first floor of Highclere, on the borders of Hampshire.",train
5320,INT,ELE,Autism is a developmental disorder that more than one in 100 people have.,Autism is a disorder that one in 100 people have.,train
5107,INT,ELE,"Dancevic, who said he had felt dizzy from the middle of the second set, started playing again after medical attention but, unsurprisingly, lost 76, 63, 64.","Dancevic, who said he felt dizzy from the middle of the second set, unsurprisingly lost 76, 63, 64.",train
4458,INT,ELE,"Memory researchers have always recognized that memory does not work like a video camera, recording all the details of anything we experience.","He added that memory researchers have always known that memory does not work like a video camera, recording all the details of anything we experience.",train
4625,INT,ELE,He said that they took a step back and asked whether its possible that the midlife crisis is not just something human.,He said that in the study they asked if its possible that the midlife crisis is not just something human.,train
5653,INT,ELE,"In the CSC report, a survey showed that 72% of people aged 55 or more said they were very uncomfortable with these types of technologies in physical shops.","In the CSC report, a survey showed that 72% of people aged 55 or more said they were very uncomfortable with these types of technologies in real shops.",train
4873,INT,ELE,"The highest-placed British brands are HSBC (33rd), Shell (65th) and Burberry (73rd).","The most valuable British brands are HSBC (33rd), Shell (65th) and Burberry (73rd).",train
4484,INT,ELE,"The report is being released at the start of the annual world water conference in Stockholm, Sweden, where 2,500 politicians, UN groups, non-governmental groups and researchers from 120 countries meet to discuss global water supply problems.","The report was released at the start of the annual world water conference in Stockholm, Sweden, where 2,500 politicians, UN groups, non-governmental groups and researchers from 120 countries met to discuss global water supply problems.",train
5170,INT,ELE,An estimated one million plastic bottles are used during the festival.,About one million plastic bottles are used during the festival.,train
4329,INT,ELE,But Boer insists that the government has learned from past mistakes and is not planning to house antisocial families together.,But Boer says that the government has learned from past mistakes and is not planning to put antisocial families together.,train
5522,INT,ELE,"Amin, from rural Bangladesh, has seen his livelihood gradually decline, due to his own and his wifes illnesses, the cost of his sons marriage, the death of his father and loss of goods such as  shing nets.","His income has fallen slowly, because of his illness and his wifes illness, the cost of his sons marriage, the death of his father and loss of goods such as  shing nets.",train
5595,INT,ELE,"He said he hoped the research would provide a baseline of research for health of cials and geneticists, and could help health of cials to prevent and track diseases and pathogens.",He said he hoped the research would help health of cials to prevent and track diseases.       ,train
5802,INT,ELE,The fall of the Berlin Wall helped make Vienna a hub for companies wanting to do business in Central Europe.,The fall of the Berlin Wall helped make Vienna a centre for companies who want to do business in Central Europe.,train
4404,INT,ELE,"Data collected by Ofcom (the independent regulator and competition authority for the UK communications industries) suggests that between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated, along with 52 million TV shows, 29 million films, 18 million ebooks and 7 million software or games files.","Between November 2012 and January 2013 in the UK, 280 million music tracks were digitally pirated along with 52 million TV shows, 29 million films,18 million ebooks and 7 million software or games files.",train
