OriginalID,SourceLevel,TargetLevel,SourceText,TargetText,split
2374,INT,ADV,"Alexs vision, energy and ability have built teams that are among the best and most loyal in world sport.","Alexs vision, energy and ability have built teams  both on and off the pitch  that his successor can count on as among the best and most loyal in world sport.",train
3289,ADV,INT,"The car, in fact, takes over all the tasks of navigation, steering, acceleration and braking.","The car, in fact, does all the tasks of navigation, steering, acceleration and braking.",train
3289,INT,ADV,"The car, in fact, does all the tasks of navigation, steering, acceleration and braking.","The car, in fact, takes over all the tasks of navigation, steering, acceleration and braking.",train
5007,ELE,INT,"When two people on a remote Pacific island saw a small boat washed up on the beach, they decided to take a closer look.","When two people from the Marshall Islands saw a small fibreglass boat washed up on the beach of a remote Pacific island, they decided to take a closer look.",train
5007,INT,ELE,"When two people from the Marshall Islands saw a small fibreglass boat washed up on the beach of a remote Pacific island, they decided to take a closer look.","When two people on a remote Pacific island saw a small boat washed up on the beach, they decided to take a closer look.",train
4963,ELE,INT,"In Northumberland Dark Sky Park, it is so dark that Venus casts a shadow on the Earth.","In Northumberland Dark Sky Park, as the area was renamed, it is so dark that Venus casts a shadow on the Earth.",train
4963,INT,ELE,"In Northumberland Dark Sky Park, as the area was renamed, it is so dark that Venus casts a shadow on the Earth.","In Northumberland Dark Sky Park, it is so dark that Venus casts a shadow on the Earth.",train
605,ADV,ELE,"Another factory owner, who declined to be named, said that once a factory closed its doors, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.","Another factory owner said that, when a factory closed, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.",train
605,ELE,ADV,"Another factory owner said that, when a factory closed, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.","Another factory owner, who declined to be named, said that once a factory closed its doors, even for a few months, it would lose orders and close permanently: There is no such thing as temporary closure, he said.",train
2440,ADV,INT,They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste.,They produce fewer greenhouse gases and less ammonia than cows and can be grown on organic waste.,train
2440,INT,ADV,They produce fewer greenhouse gases and less ammonia than cows and can be grown on organic waste.,They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste.,train
2134,ADV,ELE,"McDonalds has a bigger menu than some, with more complicated items  its chicken McWrap takes 60 seconds to make.","McDonalds has a bigger menu than some other restaurants, with more complicated items  its chicken McWrap takes 60 seconds to make.",train
2134,ELE,ADV,"McDonalds has a bigger menu than some other restaurants, with more complicated items  its chicken McWrap takes 60 seconds to make.","McDonalds has a bigger menu than some, with more complicated items  its chicken McWrap takes 60 seconds to make.",train
4852,ELE,INT,"Holger von Neuhoff, a curator at the museum, said this bottled message was the oldest he had ever seen.","Holger von Neuhoff, a curator at the museum, said this bottled message was the oldest he had come across.",train
4852,INT,ELE,"Holger von Neuhoff, a curator at the museum, said this bottled message was the oldest he had come across.","Holger von Neuhoff, a curator at the museum, said this bottled message was the oldest he had ever seen.",train
4629,ELE,INT,"If we want to find whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.     ","If we want to find the answer to the question of whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.",train
4629,INT,ELE,"If we want to find the answer to the question of whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.","If we want to find whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.     ",train
2642,ADV,INT,Nepal has pledged to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,Nepal has promised to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,train
2642,INT,ADV,Nepal has promised to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,Nepal has pledged to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,train
753,ADV,ELE,"But renting a one-bedroom flat would cost more than 420 a month before bills, which would take up a lot of her earnings.","But renting a one-bedroom flat would cost more than 420 a month not including bills, which would use a lot of her earnings.",train
753,ELE,ADV,"But renting a one-bedroom flat would cost more than 420 a month not including bills, which would use a lot of her earnings.","But renting a one-bedroom flat would cost more than 420 a month before bills, which would take up a lot of her earnings.",train
4280,ADV,INT,Executives are promising to tackle misconceptions about its food in its home market.,Executives are promising to fight misconceptions about its food in its home market.,train
4280,INT,ADV,Executives are promising to fight misconceptions about its food in its home market.,Executives are promising to tackle misconceptions about its food in its home market.,train
3853,ADV,INT,Military ships are quite a bit quieter and there could be straightforward ways of transferring that technology to the commercial  eet.,Military ships are quite a bit quieter and there could be simple ways of transferring that technology to commercial ships.,train
3853,INT,ADV,Military ships are quite a bit quieter and there could be simple ways of transferring that technology to commercial ships.,Military ships are quite a bit quieter and there could be straightforward ways of transferring that technology to the commercial  eet.,train
1727,ADV,ELE,Quali cations: You dont necessarily need a degree in computer science.,Quali cations: You dont need a degree in computer science.,train
1727,ELE,ADV,Quali cations: You dont need a degree in computer science.,Quali cations: You dont necessarily need a degree in computer science.,train
4795,ELE,INT,"Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly stop working because of bacterial resistance.","Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly become ineffective due to the changes in bacterial resistance.",train
4795,INT,ELE,"Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly become ineffective due to the changes in bacterial resistance.","Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly stop working because of bacterial resistance.",train
1162,ADV,ELE,He spends his lift rides and spare moments at work reading news articles and books rather than scrolling through a newsfeed.,He spends his spare moments at work reading news articles and books.,train
1162,ELE,ADV,He spends his spare moments at work reading news articles and books.,He spends his lift rides and spare moments at work reading news articles and books rather than scrolling through a newsfeed.,train
5887,ELE,INT,"In fact, he earned just 10 from the patent and has not made any money from it since.","In fact, he earned just 10 from the patent and has not made a penny more from it since.",train
5887,INT,ELE,"In fact, he earned just 10 from the patent and has not made a penny more from it since.","In fact, he earned just 10 from the patent and has not made any money from it since.",train
80,ADV,ELE,Every village is digging a pit just beyond the houses for garbage.,Every village is digging a pit for garbage.,train
80,ELE,ADV,Every village is digging a pit for garbage.,Every village is digging a pit just beyond the houses for garbage.,train
409,ADV,ELE,"The Stand with Malala petition, calling for education for the 57 million children around the world who do not go to school, has attracted more than four million signatures  more than a million having been added shortly after Malalas speech.","The Stand with Malala petition, that is asking for education for the 57 million children around the world who do not go to school, has got more than four million signatures  more than a million were added after Malalas speech.",train
409,ELE,ADV,"The Stand with Malala petition, that is asking for education for the 57 million children around the world who do not go to school, has got more than four million signatures  more than a million were added after Malalas speech.","The Stand with Malala petition, calling for education for the 57 million children around the world who do not go to school, has attracted more than four million signatures  more than a million having been added shortly after Malalas speech.",train
600,ADV,ELE,People lacking qualifications who want to use MOOCs as a bridge to higher education?,People without qualifications who want to use MOOCs as a bridge to higher education?,train
600,ELE,ADV,People without qualifications who want to use MOOCs as a bridge to higher education?,People lacking qualifications who want to use MOOCs as a bridge to higher education?,train
178,ADV,ELE,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said.","Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said.",train
178,ELE,ADV,"Danes have no problem having children before marriage so things can move fast and, because the countrys so small, someone from Jutland can date someone from Copenhagen without too much travel, Limal said.","Danes have no problem having children before marriage so things can move fast and, because the countrys so small, a Jutlander can date a Copenhagener without too much travel, Limal said.",train
255,ADV,ELE,Health warnings covering nearly two-thirds of cigarette packs and a ban on menthol cigarettes across the EU have come a step nearer following a vote in the European Parliament.,The European Parliament have said that health warnings will cover nearly two-thirds of cigarette packs and there will be a ban on menthol cigarettes in the EU.,train
255,ELE,ADV,The European Parliament have said that health warnings will cover nearly two-thirds of cigarette packs and there will be a ban on menthol cigarettes in the EU.,Health warnings covering nearly two-thirds of cigarette packs and a ban on menthol cigarettes across the EU have come a step nearer following a vote in the European Parliament.,train
1545,ADV,ELE,A DNA test was done and it was found it was not his baby and not her baby.,They found that it was not his baby and not her baby.,train
1545,ELE,ADV,They found that it was not his baby and not her baby.,A DNA test was done and it was found it was not his baby and not her baby.,train
5234,ELE,INT,The Cardews could solve Harriets problem by giving her an Icelandic middle name.,The Cardews could get round Harriets problem by giving her an Icelandic middle name.,train
5234,INT,ELE,The Cardews could get round Harriets problem by giving her an Icelandic middle name.,The Cardews could solve Harriets problem by giving her an Icelandic middle name.,train
4018,ADV,INT,"A lot of my job is listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys life, including people that I dont really have a relationship with, she said.","In my job, I spend a lot of time listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys lives, including people that I dont really have a relationship with, she said.",train
4018,INT,ADV,"In my job, I spend a lot of time listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys lives, including people that I dont really have a relationship with, she said.","A lot of my job is listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys life, including people that I dont really have a relationship with, she said.",train
1967,ADV,ELE,A DNA test was done and it was found it was not his baby and not her baby.,They found that it was not his baby and not her baby.,train
1967,ELE,ADV,They found that it was not his baby and not her baby.,A DNA test was done and it was found it was not his baby and not her baby.,train
2875,ADV,INT,Sleep deprivation used to be a badge of honour: a sign you were busy and important and very much in demand.,Sleep deprivation used to be a sign that you were busy and important and very much in demand.,train
2875,INT,ADV,Sleep deprivation used to be a sign that you were busy and important and very much in demand.,Sleep deprivation used to be a badge of honour: a sign you were busy and important and very much in demand.,train
1076,ADV,ELE,"Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.",train
1076,ELE,ADV,"Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.",train
5045,ELE,INT,"Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50.","Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50, at speeds far lower than those at Kchos studio of around 2mbps.",train
5045,INT,ELE,"Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50, at speeds far lower than those at Kchos studio of around 2mbps.","Since 2013, Cuban authorities have opened hundreds of internet salons, where an hour online costs $4.50.",train
1730,ADV,ELE,"To be able to dispose of the bombs safely, youll also need an explosive ordnance disposal quali cation and years of experience.","To be able to dispose of the bombs safely, youll also need a special quali cation and years of experience.",train
1730,ELE,ADV,"To be able to dispose of the bombs safely, youll also need a special quali cation and years of experience.","To be able to dispose of the bombs safely, youll also need an explosive ordnance disposal quali cation and years of experience.",train
5783,ELE,INT,He learnt the guitar from a family friend and learnt to sing with a quartet of gospel singers.,He learnt the basics of guitar from a family friend and perfected his singing with a quartet of gospel singers.,train
5783,INT,ELE,He learnt the basics of guitar from a family friend and perfected his singing with a quartet of gospel singers.,He learnt the guitar from a family friend and learnt to sing with a quartet of gospel singers.,train
3468,ADV,INT,"Gant says: Mendes managed to engage with both the modern and the traditional Bond audience, and he also pulled in high-calibre actors like Ralph Fiennes.","Gant says: Mendes managed to engage with both the modern and the traditional Bond audience, and he also attracted top actors like Ralph Fiennes.",train
3468,INT,ADV,"Gant says: Mendes managed to engage with both the modern and the traditional Bond audience, and he also attracted top actors like Ralph Fiennes.","Gant says: Mendes managed to engage with both the modern and the traditional Bond audience, and he also pulled in high-calibre actors like Ralph Fiennes.",train
4302,ADV,INT,"Quali cations: To dive offshore, you must have diving-inspection and medical-technician quali cations.","Quali cations: To dive offshore, you must have diving quali cations.",train
4302,INT,ADV,"Quali cations: To dive offshore, you must have diving quali cations.","Quali cations: To dive offshore, you must have diving-inspection and medical-technician quali cations.",train
2313,ADV,INT,We had 50 sign-ups an hour when we launched in June and we are already hearing from couples who have met through the site and are now together.,We had 50 sign-ups an hour when we started in June and we are already hearing from couples who have met through the site and are now together.,train
2313,INT,ADV,We had 50 sign-ups an hour when we started in June and we are already hearing from couples who have met through the site and are now together.,We had 50 sign-ups an hour when we launched in June and we are already hearing from couples who have met through the site and are now together.,train
2852,ADV,INT,"More than a third of all women worldwide  35.6%  will experience physical or sexual violence in their lifetime, usually from a male partner, according to the first comprehensive study of its kind from the World Health Organization (WHO).","According to a report by the World Health Organization (WHO), 35.6% of all women around the world will experience physical or sexual violence in their lifetime, usually from a male partner.",train
2852,INT,ADV,"According to a report by the World Health Organization (WHO), 35.6% of all women around the world will experience physical or sexual violence in their lifetime, usually from a male partner.","More than a third of all women worldwide  35.6%  will experience physical or sexual violence in their lifetime, usually from a male partner, according to the first comprehensive study of its kind from the World Health Organization (WHO).",train
1296,ADV,ELE,The activity in Western Australia is compounding the human tragedy of shark attacks.,The activity in Western Australia is adding to the human tragedy of shark attacks.,train
1296,ELE,ADV,The activity in Western Australia is adding to the human tragedy of shark attacks.,The activity in Western Australia is compounding the human tragedy of shark attacks.,train
806,ADV,ELE,"I dont know what training you have had, an editor yelled, but has no one ever told you a death toll cant go down?!","I dont know what training you have had, an editor shouted, but has no one ever told you a death toll cant go down?!",train
806,ELE,ADV,"I dont know what training you have had, an editor shouted, but has no one ever told you a death toll cant go down?!","I dont know what training you have had, an editor yelled, but has no one ever told you a death toll cant go down?!",train
706,ADV,ELE,"A few days after his appearance at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and the couple bought a home in New York.","A few days after he performed at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and bought a home in New York.",train
706,ELE,ADV,"A few days after he performed at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and bought a home in New York.","A few days after his appearance at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and the couple bought a home in New York.",train
3426,ADV,INT,"We are symbiotic: the town is here because of the mine, says Deputy Mayor Niklas Siren.","The town is here because of the mine, says Deputy Mayor Niklas Siren.",train
3426,INT,ADV,"The town is here because of the mine, says Deputy Mayor Niklas Siren.","We are symbiotic: the town is here because of the mine, says Deputy Mayor Niklas Siren.",train
3361,ADV,INT,"Another big spender systematically bought identical pairs of Louis Vuitton bags, then cut up half of them to make clothes that would match her accessories.","Another big spender bought identical pairs of Louis Vuitton bags, then cut up half of them to make clothes that would match her accessories.",train
3361,INT,ADV,"Another big spender bought identical pairs of Louis Vuitton bags, then cut up half of them to make clothes that would match her accessories.","Another big spender systematically bought identical pairs of Louis Vuitton bags, then cut up half of them to make clothes that would match her accessories.",train
3717,ADV,INT,"The Restaurant Group, which owns Frankie & Bennys, Chiquitos and Garfunkels, used to charge 10% but dropped this policy several years ago.","Frankie & Bennys, Chiquitos and Garfunkels used to charge 10% but they stopped doing this several years ago.",train
3717,INT,ADV,"Frankie & Bennys, Chiquitos and Garfunkels used to charge 10% but they stopped doing this several years ago.","The Restaurant Group, which owns Frankie & Bennys, Chiquitos and Garfunkels, used to charge 10% but dropped this policy several years ago.",train
5070,ELE,INT,The title comes from a piece of music by Japanese composer Toru Takemitsu.,The title is taken from a piece of music by Japanese composer Toru Takemitsu.,train
5070,INT,ELE,The title is taken from a piece of music by Japanese composer Toru Takemitsu.,The title comes from a piece of music by Japanese composer Toru Takemitsu.,train
1497,ADV,ELE,"The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day.","The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day.",train
1497,ELE,ADV,"The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day.","The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day.",train
5890,ELE,INT,"At around the same time, Shepherd-Barron was developing a similar machine.","At around the same time, Shepherd-Barron was developing a rival machine.",train
5890,INT,ELE,"At around the same time, Shepherd-Barron was developing a rival machine.","At around the same time, Shepherd-Barron was developing a similar machine.",train
1176,ADV,ELE,They are more popular than nicotine patches and may or may not be more effective.,They are more popular than nicotine patches but we do not know if they are more effective.,train
1176,ELE,ADV,They are more popular than nicotine patches but we do not know if they are more effective.,They are more popular than nicotine patches and may or may not be more effective.,train
3976,ADV,INT,"Agios Efstratios is so remote, so forgotten by the banks, the government and most of the modern world that the mobile phone network cant process data and there isnt a single ATM or credit-card machine on the island.","The Greek island of Agios Efstratios is so remote, so forgotten by the banks, the government and most of the modern world that there isnt a single ATM or credit-card machine on the island.",train
3976,INT,ADV,"The Greek island of Agios Efstratios is so remote, so forgotten by the banks, the government and most of the modern world that there isnt a single ATM or credit-card machine on the island.","Agios Efstratios is so remote, so forgotten by the banks, the government and most of the modern world that the mobile phone network cant process data and there isnt a single ATM or credit-card machine on the island.",train
5130,ELE,INT,"As a woman, its made me happy, said Vronique Soulier, president of the clubs supporters association.","As a woman, its made me happy, Vronique Soulier, president of the clubs supporters association, told journalists.",train
5130,INT,ELE,"As a woman, its made me happy, Vronique Soulier, president of the clubs supporters association, told journalists.","As a woman, its made me happy, said Vronique Soulier, president of the clubs supporters association.",train
234,ADV,ELE,"She said closing tax havens, which the Tax Justice Network says hold as much as $31 trillion, or as much as a third of all global wealth, could yield $189bn in additional tax revenues. ","She said closing tax havens, which hold as much as $31 trillion, or as much as a third of all global wealth, could collect $189bn in additional taxes.",train
234,ELE,ADV,"She said closing tax havens, which hold as much as $31 trillion, or as much as a third of all global wealth, could collect $189bn in additional taxes.","She said closing tax havens, which the Tax Justice Network says hold as much as $31 trillion, or as much as a third of all global wealth, could yield $189bn in additional tax revenues. ",train
229,ADV,ELE,Oxfam said the worlds poorest could be lifted out of poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,Oxfam said the world could end poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,train
229,ELE,ADV,Oxfam said the world could end poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,Oxfam said the worlds poorest could be lifted out of poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,train
3686,ADV,INT,Browning said: This research backs up what people think about organic food.,Browning said: This research con rms what people think about organic food.,train
3686,INT,ADV,Browning said: This research con rms what people think about organic food.,Browning said: This research backs up what people think about organic food.,train
1449,ADV,ELE,"She has a series of adventures as Johansson until she is eventually found out and, in the end, dies in a car crash.","She has many adventures as Johansson and, in the end, dies in a car crash.",train
1449,ELE,ADV,"She has many adventures as Johansson and, in the end, dies in a car crash.","She has a series of adventures as Johansson until she is eventually found out and, in the end, dies in a car crash.",train
470,ADV,ELE,"This is a huge day for Wales, for devolution and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.",train
470,ELE,ADV,"This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a huge day for Wales, for devolution and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.",train
1420,ADV,ELE,"4C would likely be catastrophic rather than simply dangerous, Sherwood said.","4C would be catastrophic, not simply dangerous, Sherwood said.",train
1420,ELE,ADV,"4C would be catastrophic, not simply dangerous, Sherwood said.","4C would likely be catastrophic rather than simply dangerous, Sherwood said.",train
1836,ADV,ELE,"I work hard and am good at my job but, when PizzaExpress thinks it can get away with taking a percentage of our hard-earned tips left on a card, I get upset.","I work hard and am good at my job but, when PizzaExpress thinks it can take a percentage of our tips, I get upset.",train
1836,ELE,ADV,"I work hard and am good at my job but, when PizzaExpress thinks it can take a percentage of our tips, I get upset.","I work hard and am good at my job but, when PizzaExpress thinks it can get away with taking a percentage of our hard-earned tips left on a card, I get upset.",train
1045,ADV,ELE,"The extent of the bene ts have yet to be determined but researchers from Stirling University have launched a comparative study to look for quantitative evidence of the physical, cognitive and emotional bene ts of the daily mile.","Researchers from Stirling University have begun a study to look for evidence of the physical, cognitive and emotional bene ts of the daily mile.",train
1045,ELE,ADV,"Researchers from Stirling University have begun a study to look for evidence of the physical, cognitive and emotional bene ts of the daily mile.","The extent of the bene ts have yet to be determined but researchers from Stirling University have launched a comparative study to look for quantitative evidence of the physical, cognitive and emotional bene ts of the daily mile.",train
4086,ADV,INT,Professor Robin Dunbar is famous for his research that suggests a person can only have roughly 150 people as a social group.,Professor Robin Dunbar is famous for his research that suggests a person can only have about 150 people as a social group.,train
4086,INT,ADV,Professor Robin Dunbar is famous for his research that suggests a person can only have about 150 people as a social group.,Professor Robin Dunbar is famous for his research that suggests a person can only have roughly 150 people as a social group.,train
3586,ADV,INT,Scientists have created an atlas of the brain that reveals how the meanings of words are arranged across different regions of the organ.,Scientists have created an atlas of the brain that shows how the meanings of words are arranged across different regions of the brain.,train
3586,INT,ADV,Scientists have created an atlas of the brain that shows how the meanings of words are arranged across different regions of the brain.,Scientists have created an atlas of the brain that reveals how the meanings of words are arranged across different regions of the organ.,train
5561,ELE,INT,"Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name.","Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name, her reputation and her image.",train
5561,INT,ELE,"Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name, her reputation and her image.","Her lawyer, Vincent Toledano, told Le Figaro that Delacourts novel illegally used Ms Johanssons name.",train
85,ADV,ELE,"I decided to do this because I often go on YouTube and, while I am honoured that people are doing it, some are doing it wrong because they dont realize the intensity you need to work at, says Tabata.","I decided to do this because I often go on YouTube and some people are doing it wrong because they dont understand how hard they need to work, says Tabata.",train
