OriginalID,SourceLevel,TargetLevel,SourceText,TargetText,split
1076,ELE,ADV,"Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.",train
1730,ELE,ADV,"To be able to dispose of the bombs safely, youll also need a special quali cation and years of experience.","To be able to dispose of the bombs safely, youll also need an explosive ordnance disposal quali cation and years of experience.",train
1296,ELE,ADV,The activity in Western Australia is adding to the human tragedy of shark attacks.,The activity in Western Australia is compounding the human tragedy of shark attacks.,train
806,ELE,ADV,"I dont know what training you have had, an editor shouted, but has no one ever told you a death toll cant go down?!","I dont know what training you have had, an editor yelled, but has no one ever told you a death toll cant go down?!",train
706,ELE,ADV,"A few days after he performed at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and bought a home in New York.","A few days after his appearance at the Freddie Mercury tribute concert at Wembley Stadium in April 1992, Bowie married the Somalian model Iman and the couple bought a home in New York.",train
1497,ELE,ADV,"The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day.","The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day.",train
1176,ELE,ADV,They are more popular than nicotine patches but we do not know if they are more effective.,They are more popular than nicotine patches and may or may not be more effective.,train
234,ELE,ADV,"She said closing tax havens, which hold as much as $31 trillion, or as much as a third of all global wealth, could collect $189bn in additional taxes.","She said closing tax havens, which the Tax Justice Network says hold as much as $31 trillion, or as much as a third of all global wealth, could yield $189bn in additional tax revenues. ",train
229,ELE,ADV,Oxfam said the world could end poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,Oxfam said the worlds poorest could be lifted out of poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,train
1449,ELE,ADV,"She has many adventures as Johansson and, in the end, dies in a car crash.","She has a series of adventures as Johansson until she is eventually found out and, in the end, dies in a car crash.",train
470,ELE,ADV,"This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a huge day for Wales, for devolution and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.",train
1420,ELE,ADV,"4C would be catastrophic, not simply dangerous, Sherwood said.","4C would likely be catastrophic rather than simply dangerous, Sherwood said.",train
1836,ELE,ADV,"I work hard and am good at my job but, when PizzaExpress thinks it can take a percentage of our tips, I get upset.","I work hard and am good at my job but, when PizzaExpress thinks it can get away with taking a percentage of our hard-earned tips left on a card, I get upset.",train
1045,ELE,ADV,"Researchers from Stirling University have begun a study to look for evidence of the physical, cognitive and emotional bene ts of the daily mile.","The extent of the bene ts have yet to be determined but researchers from Stirling University have launched a comparative study to look for quantitative evidence of the physical, cognitive and emotional bene ts of the daily mile.",train
85,ELE,ADV,"I decided to do this because I often go on YouTube and some people are doing it wrong because they dont understand how hard they need to work, says Tabata.","I decided to do this because I often go on YouTube and, while I am honoured that people are doing it, some are doing it wrong because they dont realize the intensity you need to work at, says Tabata.",train
1587,ELE,ADV,She has deleted her Twitter account and deleted her Facebook account two years ago when she realized that she didnt like everyone knowing what I was doing.,She recently deleted her Twitter account and deactivated her Facebook account two years ago after realizing she didnt like everyone knowing what I was doing.,train
1469,ELE,ADV,We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.,We know sitting still kills; not sitting still helps children build skills that will stay with them for life.,train
309,ELE,ADV,It was important to me to leave an organization in the strongest possible condition and I believe I have done so.,It was important to me to leave an organization in the strongest possible shape and I believe I have done so.,train
1555,ELE,ADV,"That is a big, big problem for us.","That is a big, big problem in our industry.",train
1666,ELE,ADV,"Britons think it is 44%, when actually 62% are overweight.","Britons think it is 44%, when it is actually nearly half as much again  62% are either overweight or obese.",train
264,ELE,ADV,He criticizes internet users who think it is OK to download music or books without paying for them.,He is highly critical of internet users who think it is OK to download music or books without paying for them.,train
24,ELE,ADV,"She said closing tax havens, which hold as much as $31 trillion, or as much as a third of all global wealth, could collect $189bn in additional taxes.","She said closing tax havens, which the Tax Justice Network says hold as much as $31 trillion, or as much as a third of all global wealth, could yield $189bn in additional tax revenues. ",train
1058,ELE,ADV,Theyve not been a part of this for the last 18 years.,Theyve been left out of all of this for the last 18 years.,train
1047,ELE,ADV,We know sitting still kills; not sitting still helps children build skills that will help them for the rest of their lives.,We know sitting still kills; not sitting still helps children build skills that will stay with them for life.,train
1783,ELE,ADV,"On the brains right-hand side, near the top of the head, is one of the brain spots used for family terms: wife, husband, children, parents.","On the brains right-hand side, near the top of the head, is one of the brain spots activated by family terms: wife, husband, children, parents.",train
2078,ELE,ADV,"He says, Trump says what theyre thinking and, the more outrageous he is, the more they agree with him.","As the pollster notes: Trump says what theyre thinking and, the more outrageous he is, the more they agree with him.",train
1861,ELE,ADV,"The shop is uniting people here, Kalisa Migendo, a 24-year-old student, says.","Its something uniting people here, Kalisa Migendo, a 24-year-old agriculture student, says.",train
2023,ELE,ADV,"German-speaking cities do well in the 18th Mercer Quality of Life study, with Vienna, Zurich, Munich, Dusseldorf and Frankfurt in the top seven.","German-speaking cities dominate the rankings in the 18th Mercer Quality of Life study, with Vienna joined by Zurich, Munich, Dusseldorf and Frankfurt in the top seven.",train
94,ELE,ADV,"He added that memory researchers have always known that memory does not work like a video camera, recording all the details of anything we experience.","Memory researchers have always recognized that memory does not, as is often assumed, work like a video camera, faithfully recording all of the details of anything we experience.",train
1974,ELE,ADV,"It has just over 3,000 beds for visitors  Rhodes, for example, has tens of thousands of beds.","It has just over 3,000 beds for visitors, compared with tens of thousands on an island such as Rhodes.",train
1722,ELE,ADV,"What the job involves: A race engineer is the interpreter between the race-car mechanics and the driver, says race engineer Jamie Muir.","What the job involves: A race engineer acts as the interpreter between the race-car mechanics and the driver, says race engineer Jamie Muir.",train
554,ELE,ADV,"Farmers in Europe, Israel and Australia have also experimented with growing it.","Farmers in Europe, Israel and Australia have also experimented with it.",train
1601,ELE,ADV,"German-speaking cities do well in the 18th Mercer Quality of Life study, with Vienna, Zurich, Munich, Dusseldorf and Frankfurt in the top seven.","German-speaking cities dominate the rankings in the 18th Mercer Quality of Life study, with Vienna joined by Zurich, Munich, Dusseldorf and Frankfurt in the top seven.",train
394,ELE,ADV,"He told The Guardian that the applicants so far were aged 18 to at least 62 and, although they include women, they were mostly men.","He told The Guardian that the applicants so far ranged in age from 18 to at least 62 and, though they include women, they tended to be men.",train
157,ELE,ADV,"According to the IEAs Medium-Term Coal Market Report, the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today.",According to the IEAs Medium-Term Coal Market Report the world will burn 1.2bn more tonnes of coal per year by 2017 compared with today  the equivalent of the current coal consumption of Russia and the US combined.,train
222,ELE,ADV,"They are scum houses not scum villages, says Boer, because we dont want to put more than one of these families in the same area.","It would be more accurate to call them scum houses than scum villages, says Boer, because we dont want to put more than one of these families in the same area.",train
168,ELE,ADV,International activity has increased by 41% since December.,International activity is up 41% since December.,train
32,ELE,ADV,"He keeps his BlackBerry for messaging, he uses an iPhone to play games, and he makes phone calls on an Android phone.","He keeps his BlackBerry for messaging, uses an iPhone over wi-fi to play games and makes phone calls on an HTC-branded Android phone.",train
347,ELE,ADV,"complained in a blogpost that a scallop dish he ordered at the Prince Hotel in Tokyo contained a similar, but cheaper, type of shellfish.","The Prince Hotel in Tokyo was forced to come clean after a diner complained in a blogpost that a scallop dish he had ordered contained a similar, but cheaper, type of shellfish.",train
626,ELE,ADV,I have never seen what my neighbours look like.,"To be honest, I have never seen what my neighbours look like.",train
1434,ELE,ADV,Other breweries have already asked FemAle if they can brew new beers with them.,FemAle has already been approached by other breweries asking if they can brew new beers with them.,train
81,ELE,ADV,"The other group did a ten-minute warm-up on the bike, then four minutes of Tabata training, four times a week  plus one 30-minute session of exercise with two minutes of Tabata.","The other group did a ten-minute warm-up on the bike, followed by four minutes of Tabata intervals, four times a week  plus one 30-minute session of steady exercise with two minutes of intervals.",train
1738,ELE,ADV,"Pub group J D Wetherspoon has 24,000 of its staff  80% of its workforce  on zero-hours contracts.","Pub group J D Wetherspoon has 24,000 of its staff  80% of its workforce  on the terms.",train
539,ELE,ADV,"Of course, there are some people who will not or cannot change.",There are some people who will not or cannot change.,train
1963,ELE,ADV,You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin.,You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.,train
1651,ELE,ADV,"At a swimming pool in Bristol, she taught me some simple ways to help me hold my breath for longer while swimming underwater.","At a pool in Bristol, she taught me some simple exercises to help me hold my breath for longer while swimming underwater.",train
158,ELE,ADV,"Illegal downloading is morally wrong, and it is theft, the same as putting your hand in someones pocket and stealing their wallet is theft, says author Philip Pullman.","Illegal downloading is a kind of moral squalor and theft, as much as reaching in to someones pocket and stealing their wallet is theft, says author Philip Pullman.",train
1472,ELE,ADV,"All around the subway, there were bacteria from cheeses  brie, cheddar, parmesan and the mozzarella found on New York pizza.","All around the subway, bacteria associated with cheeses  brie, cheddar, parmesan and the mozzarella of ubiquitous New York pizza  turned up.",train
324,ELE,ADV,More than 18 million people already have serious food shortages across the Sahel.,More than 18 million people are already facing serious food shortages across the Sahel.,train
995,ELE,ADV,"Almost 6,000 people have signed Unites online petition.","Almost 6,000 people have so far signed Unites online petition.",train
890,ELE,ADV,"Each month, Sullivans clients choose from a list of seven possible gifts (chocolate, tea sets, etc).","Each month, Sullivans members choose from a list of seven possible gifts (chocolate, tea sets, manicures).",train
2026,ELE,ADV,The fall of the Berlin Wall helped make Vienna a centre for companies who want to do business in Central Europe.,The fall of the Berlin Wall helped de ne Vienna as the hub for companies wanting to do business in Central Europe.,train
1913,ELE,ADV,Shakespeare was famous in his own lifetime but there is little documentary evidence about Shakespeares life and times.,"For a man famous in his own lifetime, there is little documentary evidence for Shakespeares life and times.",train
297,ELE,ADV,"The problem is that, in the US and UK, most people who want to join Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.","The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.",train
1870,ELE,ADV,"In the novel, the models beauty means that men see her only as a sex object and women are jealous of her.","In the novel, the models looks mean that men see her only as a sex object, while women are jealous of her.",train
1091,ELE,ADV,"In 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98.","Among 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98, higher than for those aged between 45 and 49, who scored an average of 96.",train
473,ELE,ADV,Doctors are delighted at the scheme.,Doctors are delighted at the move.,train
51,ELE,ADV,"China is the biggest coal importer, and Indonesia is the biggest coal exporter.","China is the biggest coal importer, and Indonesia the biggest exporter, having temporarily overtaken Australia.",train
1733,ELE,ADV,You also need to have strong personal ethics and to understand the law.,You also need a strong sense of personal ethics and an understanding of the law.,train
1033,ELE,ADV,"Children born in October were almost as  t  they scored highest for strength and came third for power, with December children close behind.","Those born in October were almost as  t, scoring highest for strength and coming third for power, with December children close behind.",train
1874,ELE,ADV,"I thought she might send me  owers because the book was a declaration of love for her, but she didnt understand, Delacourt said.","I thought she might send me  owers as it was a declaration of love for her, but she didnt understand, Delacourt said.",train
2043,ELE,ADV,It doesnt mean we see them the same way.,It doesnt necessarily mean we see them the same way.,train
1085,ELE,ADV,"Imagine  a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts, she said.","Imagine the setup  a person is told to sit in a chair with wires attached to their skin and a button that will deliver a harmless but uncomfortable shock, and they are told to just sit there and entertain themselves with their thoughts, she said.",train
2064,ELE,ADV,Some Americans keep their wealth secret.,Some Americans have taken to keeping their wealth secret.,train
502,ELE,ADV,"Kensington Palace announced at 8.30pm that the baby was born at 4.24pm at St Marys Hospital, Paddington, West London.","Kensington Palace announced at 8.30pm that the baby was born at 4.24pm in the exclusive Lindo Wing at St Marys Hospital, Paddington, West London.",train
1363,ELE,ADV,"One part of the brain, for example, is used for the word top and also for other words that describe clothes.","One part of the brain, for example, reliably responds to the word top, along with other words that describe clothing.",train
748,ELE,ADV,But it also found that 30% are not saving any money.,"However, it also found that 30% were not saving any money.",train
812,ELE,ADV,"We didnt expect it but, suddenly, the donations just started.","We didnt see it coming but, suddenly, the donations just started.",train
38,ELE,ADV,"There must be something wrong with this country, said Nadia al Husin.","There must be something wrong with this country, said Nadia al Husin, holding up a banner calling on the government to do more for education.",train
1865,ELE,ADV,"Schools should teach navigation and map reading, he wrote.","Schools should teach navigation and map reading as life skills, he wrote.",train
1200,ELE,ADV,Professor Robin Dunbar is famous for his research that says a person can only have about 150 people in their social group.,Professor Robin Dunbar is famous for his research that suggests a person can only have roughly 150 people as a social group.,train
1863,ELE,ADV,"Some are survivors of the 1994 genocide, when almost a million Tutsis and Hutus were killed.","The musicians are Hutu and Tutsi women, some survivors of the 1994 genocide, during which almost a million Tutsis and moderate Hutus were killed.",train
1502,ELE,ADV,A quarter of women also pressed the shock button.,"Under the same conditions, a quarter of women pressed the shock button.",train
1025,ELE,ADV,La premiere chose quon regarde (The First Thing We Look At) by Gregoire Delacourt is the story of a French model who looks so similar to the American actor that the books main male character thinks she is Johansson.,La Premiere chose quon regarde (The First Thing We Look At) by Gregoire Delacourt tells the story of a French model who looks so similar to the American actor that the books lead male character thinks it is Johansson herself.,train
326,ELE,ADV,36-year-old Junior Smart knows a lot about gangs.,Junior Smart knows a lot about gangs.,train
240,ELE,ADV,Nearly 80% of young smartphone owners regularly use a social networking application but two-thirds use more than one.,"Nearly 80% of young smartphone owners regularly use a social networking application, says the research firm Enders Analysis, but two-thirds use more than one.",train
200,ELE,ADV,"He warned that the false memories created in the mice in the experiments were far simpler than the complex false memories people have, such as false memories of childhood sexual abuse, abduction by aliens, or past lives.","He cautioned that the false memories created in the mice in the experiments were far simpler than the complex false memories that have generated controversy within psychology and psychiatry  for example, false memories of childhood sexual abuse, or even memories for bizarre ritualized satanic abuse, abduction by aliens, or past lives.",train
1648,ELE,ADV,"Apple, and the record industry, cannot afford to get rid of the download market yet  so streaming and downloading will have to coexist under the Apple brand.","Apple, and the record industry, cannot afford to get rid of the download market just yet  so streaming and downloading will have to coexist under the Apple brand, one representing the future as the other gets progressively slower and sicker.",train
320,ELE,ADV,She reads me a few lines from a poem she has written called That Beast Called Age.,"Ageing is no fun, she admits, reading me a few lines from a poem she has written called That Beast Called Age.",train
1633,ELE,ADV,"The foods most often found in British bins are bread, vegetables, fruit and milk.","The foods most commonly found in British bins are bread, vegetables, fruit and milk.",train
562,ELE,ADV,"Data from 81 countries shows that, even in rich countries, 23.2% of women will experience physical and/or sexual violence from a partner in their lives.","Even in high-income countries, 23.2% of women will suffer physical and/or sexual violence from a partner in their lives, their data from 81 countries shows.",train
1220,ELE,ADV,Some Americans keep their wealth secret.,Some Americans have taken to keeping their wealth secret.,train
102,ELE,ADV,"I will never forget the wonderful memories he has given us, like that magical night in Moscow.","I will always cherish the wonderful memories he has given us, like that magical night in Moscow.",train
713,ELE,ADV,So my book had better be good.,"So, it better be good.",train
325,ELE,ADV,"The report was released at the start of the annual world water conference in Stockholm, Sweden, where 2,500 politicians, UN groups, non-governmental groups and researchers from 120 countries met to discuss global water supply problems.","The report is being released at the start of the annual world water conference in Stockholm, Sweden, where 2,500 politicians, UN bodies, non-governmental groups and researchers from 120 countries meet to address global water supply problems.",train
1860,ELE,ADV,The shop can certainly make dreams come true.,"True to Inzozi Nzizas motto, the shop can certainly make dreams come true.",train
965,ELE,ADV,"This idea comes from common sense and experience, he told the Guardian.","This is, above all, an idea born of common sense and experience, he told the Guardian.",train
1761,ELE,ADV,"Exporting solar energy could have stabilizing effects within and between countries, according to the Moroccan solar energy agency (Masen).","Whether that ambition is achieved remains to be seen but exporting solar energy could have stabilizing effects within and between countries, according to the Moroccan solar energy agency (Masen).",train
1193,ELE,ADV,I really need tips because I am only paid 7 an hour.,I really rely on tips because I am only paid 7 an hour.,train
997,ELE,ADV,The way clouds affect global warming has been the biggest mystery in the study of future climate change.,The way clouds affect global warming has been the biggest mystery surrounding future climate change.,train
1023,ELE,ADV,"The way we use navigation technology also has an impact on our own abilities, says Spiers.","The way in which navigational technology is used could also affect its impact on our own abilities, says Spiers.",train
421,ELE,ADV,"If we want to find whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.","If we want to find the answer as to whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said. ",train
536,ELE,ADV,"The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail.","The modern prison service in Sweden is very different from when I joined as a young prison officer in 1978, says Kenneth Gustafsson, governor of Kumla Prison, Swedens most secure jail, situated 130 miles west of Stockholm.",train
1303,ELE,ADV,"Ethical hacker Typical salary: A newly quali ed hacker will usually have a minimum salary of 35,000 to 50,000.","Ethical hacker Typical salary: 60,000 to 90,000 at team- leader level, while a newly quali ed hacker can expect a minimum salary of 35,000 to 50,000.",train
402,ELE,ADV,"Audis were the favourite cars of 16% of winners, with Range Rovers and BMWs also popular (11% each), as well as Mercedes (10%) and Land Rovers (5%).","Audis were the favourite cars of 16% of winners, with Range Rovers and BMWs also popular purchases (11% each), as well as Mercedes (10%) and Land Rovers (5%).",train
1375,ELE,ADV,The owners need to tell them to go and have a smoke but be respectful to their communities.,The owners and bartenders need to tell them to go have a smoke but be respectful to their communities.,train
133,ELE,ADV,"BBM says it has 80 million monthly users after its upgrade, but WhatsApp has 300 million.","BBM claims 80 million monthly users after its upgrade, but WhatsApp has 300 million.",train
707,ELE,ADV,"For the album Black Tie White Noise (1993), he included elements of soul and hip hop.","For the album Black Tie White Noise (1993), he sprinkled elements of soul, electronica and hip hop into the mix.",train
1887,ELE,ADV,The most important thing is that the children really enjoy it.,"The most important thing is that the children really enjoy it; otherwise, you couldnt sustain it.",train
1770,ELE,ADV,"She earns around 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job.","Her income is typically 30,000 to 40,000 a year and that doesnt include all the freebies she gets on the job.",train
1048,ELE,ADV,The Scottish government also supports the idea.,The Scottish government is also supportive.,train
169,ELE,ADV,The site charges a 4% fee for successful campaigns.,The site levies a 4% fee for successful campaigns.,train
756,ELE,ADV,"She previously coached Benficas male youth teams, the Qatar womens team and, more recently, the Iranian womens national team.","She previously coached Benficas male youth teams, the Qatar womens team, which she led to its first international victory in 2012, and, more recently, the Iranian womens national side, which she left in September 2013.",train
2094,ELE,ADV,"For the older teenagers, it might be better to start the school day at 11am or even later.","For the older teenagers, it might be more sensible to start the school day at 11am or even later.",train
231,ELE,ADV,"Chinese inequality levels are now similar to those in South Africa, which is now the most unequal country on Earth.","Chinese inequality levels are now similar to those in South Africa, which is now the most unequal country on Earth and significantly more unequal than at the end of apartheid.",train
1621,ELE,ADV,It doesnt mean we see them the same way.,It doesnt necessarily mean we see them the same way.,train
18,ELE,ADV,"I dont believe she is whiter; its more the makeup, hairstylists and the way she dresses, he said.","I dont believe its whitening; its more the way they are producing her with makeup, hairstylists and the way she dresses, he said.",train
1701,ELE,ADV,The Globo newspaper listed a number of problems in the 12 host cities.,The Globo newspaper listed a number of shortcomings in the 12 host cities.,train
411,ELE,ADV,There was a big explosion and then lots of little explosions.,There was a big explosion and then a series of little explosions.,train
1484,ELE,ADV,"Stratford was important to Shakespeare all his life, says Paul Edmondson, the head of learning and research at the Shakespeare Birthplace Trust.","Stratford remained hugely important throughout Shakespeares life, argues Paul Edmondson, the head of learning and research at the Shakespeare Birthplace Trust.",train
627,ELE,ADV,There are about three houses that are lived in 24/7 and half of the houses are lived in three to six months a year.,There are about three houses that are lived in 24/7 and half of the properties are occupied three to six months a year.,train
531,ELE,ADV,"Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly stop working because of bacterial resistance.","Antibiotics have become drugs that are expensive to develop, that are only used in short courses and that quickly become ineffective due to the evolution of bacterial resistance.",train
1159,ELE,ADV,"In my job, I spend a lot of time listening to peoples lives all day, every day and it started to feel too much to go on social media and see every detail of everybodys lives, including people that I dont know very well, she said.","A lot of my job is listening to peoples lives all day, every day and it started to feel so overwhelming to go on social media and see every single detail of everybodys life, including people that I dont really have a relationship with, she said.",train
1043,ELE,ADV,The most important thing is that the children really enjoy it.,"The most important thing is that the children really enjoy it; otherwise, you couldnt sustain it.",train
15,ELE,ADV,This is a sensitive topic in this mixed-raced country.,This is a sensitive topic in this largely mixed-raced nation.,train
535,ELE,ADV,"There has been no fall in crime rates, but, between 2011 and 2012, there was a 6% drop in the number of people in Swedens prisons, now a little over 4,500.","Although there has been no fall in crime rates, between 2011 and 2012 there was a 6% drop in Swedens prisoner population, now a little over 4,500.",train
1920,ELE,ADV,"Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.",train
1658,ELE,ADV,"In fact, he earned just 10 from the patent and has not made any money from it since.","In fact, he earned just 10 from the patent and has not made a penny more from it since.",train
66,ELE,ADV,"It will be somewhere people can come in from the cold to a comfortable chair, a hot cup of tea, a book and a cat.","Known as Lady Dinahs Cat Emporium, it is yet to open but is billed as somewhere people can come in from the cold to a comfortable wingback chair, a hot cup of tea, a book and a cat.",train
1789,ELE,ADV,"If they force people outside the bar to smoke, it is going to increase the tension thats already there.",Forcing people outside the bar to smoke is going to exacerbate the tension thats already there.,train
882,ELE,ADV,"French wine was, of course, allowed and French-Canadian singer Cline Dion, but not French bands such as Daft Punk, who sing in English.","French wine was, of course, allowed and French-Canadian singer Cline Dion, but not, according to his advisers, French bands such as Daft Punk, who sing in English.",train
677,ELE,ADV,"His health isnt good, but hes getting better, said Ola Fjeldstad, a Norwegian anthropology student doing research on Ebon Island, one of the Marshall Islands.","His condition isnt good, but hes getting better, said Ola Fjeldstad, a Norwegian anthropology student doing research on the isolated Ebon Atoll, part of the Marshall Islands archipelago.",train
440,ELE,ADV,"Some people were wearing South African flags and the green, yellow and black colours of Mandelas party, the African National Congress (ANC).","Some people were draped in South African flags and the green, yellow and black colours of Mandelas party, the African National Congress (ANC).",train
587,ELE,ADV,"They still have to fast for around 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto.","It still means fasting for some 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto in 2015.",train
89,ELE,ADV,"The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February.","The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore.",train
1707,ELE,ADV,The number of 19-to-21-year-olds who visit McDonalds once a month has fallen by 13% since 2011.,"The number of 19-to-21-year-olds visiting McDonalds once a month has fallen by 13% since 2011, according to food analysts Technomic, while the number of 22-to-37-year- olds visiting has not grown.",train
880,ELE,ADV,"Going out with friends was a problem  no American films, no Belgian beer, no sushi or pizza.","Going out with friends was problematic  no American films, no Belgian beer, no sushi or pizza.",train
697,ELE,ADV,"A small cultural centre in the capital city, Havana, has suddenly become a rare source of free wi-fi.","A modest cultural centre in the capital city, Havana, has suddenly become a rare source of free wi-fi.",train
1346,ELE,ADV,Mystery shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,Shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,train
1187,ELE,ADV,"On a good night, this goes up to over 100 and, on a poor night, its around 40.","I can average around 60 in tips per shift but, on a good night, this goes up to over 100 and, on a poor night, its around 40.",train
1040,ELE,ADV,"For three-and-a-half years, all the pupils at St Ninians Primary School have walked or run a mile each day.","For three-and-a-half years, all pupils at St Ninians Primary have walked or run a mile each day.",train
1096,ELE,ADV,"They spend 20% of their time watching short video clips, for example on YouTube, or news clips on Facebook and other social sites.","They spend 20% of their time viewing short video clips, for example on YouTube, or news clips distributed via Facebook and other social sites.",train
374,ELE,ADV,Chon began building a pool in which to farm fish.,"Chon, founder of a faith-based NGO, began building a pool in which to farm fish.",train
1221,ELE,ADV,"There are a lot of people hiding their wealth because they are worried about negative judgment, said Traeger-Muney.","There are a lot of people that are hiding their wealth because they are concerned about negative judgment, said Traeger-Muney.",train
1612,ELE,ADV,Its really unfair that money from our tips is taken for breakages by customers.,Its really unfair that tips go towards breakages made by customers.,train
2164,ELE,ADV,"Politician Chuka Umunna said, While some employees welcome the  exibility of zero-hours contracts, for many, zero-hours contracts leave them insecure and unsure of when work will come, he said.","While some employees welcome the  exibility of such contracts, for many, zero-hours contracts leave them insecure and unsure of when work will come, he said.",train
